time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3795240_c,3795240_h,3795240_r,3795240_s,3795241_c,3795241_h,3795241_r,3795241_s,3795242_c,3795242_h,3795242_r,3795242_s,3795243_c,3795243_h,3795243_r,3795243_s
2023-05-30 11:45:00,,25.1,21.4,23.675000000000004,25.8,25.8,[25.8],1.0,25.1,23.3,23.0,1.0,24.1,24.2,24.0,1.0,24.1,24.2,24.0,1.0,21.4,23.6,24.0
2023-05-30 11:50:00,,24.1,21.7,23.375000000000004,25.8,25.8,[25.8],1.0,23.6,23.2,23.0,1.0,24.1,24.1,24.0,1.0,24.1,23.8,24.0,1.0,21.7,23.9,24.0
2023-05-30 11:55:00,,24.1,21.9,23.425000000000004,25.8,25.8,[25.8],1.0,23.6,23.5,23.0,1.0,24.1,24.1,24.0,1.0,24.1,23.6,24.0,1.0,21.9,24.6,24.0
2023-05-30 12:00:00,,24.5,21.9,23.6,25.8,25.8,[25.8],1.0,24.5,23.4,23.0,1.0,24.0,23.9,24.0,1.0,24.0,23.5,24.0,1.0,21.9,24.9,24.0
2023-05-30 12:05:00,,24.5,21.7,23.45,25.9,25.9,[25.9],1.0,24.5,23.5,23.0,1.0,23.8,23.9,24.0,1.0,23.8,23.7,24.0,1.0,21.7,24.7,24.0
2023-05-30 12:10:00,,25.0,21.6,23.55,25.9,25.9,[25.9],1.0,25.0,23.5,23.0,1.0,23.8,24.0,24.0,1.0,23.8,23.7,24.0,1.0,21.6,24.6,24.0
2023-05-30 12:15:00,,25.2,21.6,23.55,25.9,25.9,[25.9],1.0,25.2,23.6,23.0,1.0,23.7,24.0,24.0,1.0,23.7,23.8,24.0,1.0,21.6,24.7,24.0
2023-05-30 12:20:00,,25.2,21.6,23.55,25.9,25.9,[25.9],1.0,25.2,23.6,23.0,1.0,23.7,23.9,24.0,1.0,23.7,23.7,24.0,1.0,21.6,24.5,24.0
2023-05-30 12:25:00,,25.3,21.5,23.55,25.9,25.9,[25.9],1.0,25.3,23.5,23.0,1.0,23.7,23.9,24.0,1.0,23.7,23.8,24.0,1.0,21.5,24.4,24.0
2023-05-30 12:30:00,,25.5,21.5,23.55,25.9,25.9,[25.9],1.0,25.5,23.6,23.0,1.0,23.6,24.0,24.0,1.0,23.6,23.7,24.0,1.0,21.5,24.6,24.0
2023-05-30 12:35:00,,25.6,21.5,23.525,25.9,25.9,[25.9],1.0,25.6,23.6,23.0,1.0,23.5,23.8,24.0,1.0,23.5,24.0,24.0,1.0,21.5,24.6,24.0
2023-05-30 12:40:00,,25.0,21.4,23.35,25.9,25.9,[25.9],1.0,25.0,23.5,23.0,1.0,23.5,23.7,24.0,1.0,23.5,23.8,24.0,1.0,21.4,24.4,24.0
2023-05-30 12:45:00,,24.2,21.4,23.15,25.8,25.8,[25.8],1.0,24.2,23.5,23.0,1.0,23.5,23.7,24.0,1.0,23.5,23.7,24.0,1.0,21.4,24.5,24.0
2023-05-30 12:50:00,,23.8,21.4,23.05,25.8,25.8,[25.8],1.0,23.8,23.3,23.0,1.0,23.5,23.7,24.0,1.0,23.5,23.3,24.0,1.0,21.4,24.4,24.0
2023-05-30 12:55:00,,23.8,21.4,23.05,25.8,25.8,[25.8],1.0,23.8,23.3,23.0,1.0,23.5,23.7,24.0,1.0,23.5,23.4,24.0,1.0,21.4,24.7,24.0
2023-05-30 13:00:00,,24.3,21.4,23.175,25.7,25.7,[25.7],1.0,24.3,23.4,23.0,1.0,23.5,23.9,24.0,1.0,23.5,23.5,24.0,1.0,21.4,24.5,24.0
2023-05-30 13:05:00,,24.9,21.4,23.325000000000003,25.8,25.8,[25.8],1.0,24.9,23.5,23.0,1.0,23.5,23.8,24.0,1.0,23.5,23.4,24.0,1.0,21.4,24.6,24.0
2023-05-30 13:10:00,,24.9,21.4,23.325000000000003,25.8,25.8,[25.8],1.0,24.9,23.6,23.0,1.0,23.5,23.8,24.0,1.0,23.5,23.8,24.0,1.0,21.4,24.5,24.0
2023-05-30 13:15:00,,24.1,21.4,23.075000000000003,25.8,25.8,[25.8],1.0,24.1,23.5,23.0,1.0,23.4,23.8,24.0,1.0,23.4,23.6,24.0,1.0,21.4,24.4,24.0
2023-05-30 13:20:00,,23.7,21.4,22.975,25.8,25.8,[25.8],1.0,23.7,23.4,23.0,1.0,23.4,23.7,24.0,1.0,23.4,23.2,24.0,1.0,21.4,24.4,24.0
2023-05-30 13:25:00,,24.0,21.5,23.3,25.7,25.7,[25.7],1.0,23.7,23.4,23.0,1.0,24.0,23.7,24.0,1.0,24.0,23.2,24.0,1.0,21.5,24.7,24.0
2023-05-30 13:30:00,,24.6,21.6,23.65,25.8,25.8,[25.8],1.0,24.6,23.5,23.0,1.0,24.2,24.0,24.0,1.0,24.2,23.3,24.0,1.0,21.6,24.8,24.0
2023-05-30 13:35:00,,24.8,21.6,23.75,25.8,25.8,[25.8],1.0,24.8,23.4,23.0,1.0,24.3,23.9,24.0,1.0,24.3,23.3,24.0,1.0,21.6,24.8,24.0
2023-05-30 13:40:00,,25.1,21.7,23.9,25.8,25.8,[25.8],1.0,25.1,23.6,23.0,1.0,24.4,23.9,24.0,1.0,24.4,23.6,24.0,1.0,21.7,24.8,24.0
2023-05-30 13:45:00,,25.3,21.7,23.95,25.8,25.8,[25.8],1.0,25.3,23.6,23.0,1.0,24.4,24.0,24.0,1.0,24.4,23.6,24.0,1.0,21.7,24.7,24.0
2023-05-30 13:50:00,,25.4,21.7,24.075,25.8,25.8,[25.8],1.0,25.4,23.7,23.0,1.0,24.6,23.9,24.0,1.0,24.6,23.6,24.0,1.0,21.7,24.9,24.0
2023-05-30 13:55:00,,25.5,21.9,24.200000000000003,25.9,25.9,[25.9],1.0,25.5,23.8,23.0,1.0,24.7,24.0,24.0,1.0,24.7,23.7,24.0,1.0,21.9,24.8,24.0
2023-05-30 14:00:00,,25.5,21.9,24.200000000000003,25.9,25.9,[25.9],1.0,25.5,23.8,23.0,1.0,24.7,24.1,24.0,1.0,24.7,23.6,24.0,1.0,21.9,24.9,24.0
2023-05-30 14:05:00,,25.1,21.9,24.15,25.9,25.9,[25.9],1.0,25.1,23.8,23.0,1.0,24.8,24.0,24.0,1.0,24.8,23.7,24.0,1.0,21.9,25.0,24.0
2023-05-30 14:10:00,,24.8,21.9,23.925,25.9,25.9,[25.9],,24.2,,,,24.8,,,,24.8,,,,21.9,,
2023-05-30 14:15:00,,24.9,21.9,23.875,25.9,25.9,[25.9],1.0,23.8,23.5,23.0,1.0,24.9,24.0,24.0,1.0,24.9,23.6,24.0,1.0,21.9,24.9,24.0
2023-05-30 14:20:00,,24.9,22.0,23.85,25.9,25.9,[25.9],1.0,23.6,23.4,23.0,1.0,24.9,24.0,24.0,1.0,24.9,23.4,24.0,1.0,22.0,24.9,24.0
2023-05-30 14:25:00,,25.0,22.0,24.05,25.9,25.9,[25.9],1.0,24.2,23.5,23.0,1.0,25.0,23.9,24.0,1.0,25.0,23.3,24.0,1.0,22.0,25.1,24.0
2023-05-30 14:30:00,,25.0,22.1,24.175,25.9,25.9,[25.9],1.0,24.6,23.6,23.0,1.0,25.0,24.1,24.0,1.0,25.0,23.4,24.0,1.0,22.1,25.1,24.0
2023-05-30 14:35:00,,25.0,22.1,24.25,26.0,26.0,[26.0],1.0,24.9,23.6,23.0,1.0,25.0,24.2,24.0,1.0,25.0,23.5,24.0,1.0,22.1,25.2,24.0
2023-05-30 14:40:00,,25.1,22.1,24.3,25.9,25.9,[25.9],1.0,24.9,23.6,23.0,1.0,25.1,23.9,24.0,1.0,25.1,23.6,24.0,1.0,22.1,25.1,24.0
2023-05-30 14:45:00,,25.1,22.1,24.075000000000003,25.9,25.9,[25.9],1.0,24.0,23.6,23.0,1.0,25.1,24.0,24.0,1.0,25.1,23.5,24.0,1.0,22.1,25.3,24.0
2023-05-30 14:50:00,,25.1,22.1,23.950000000000003,25.9,25.9,[25.9],1.0,23.5,23.4,23.0,1.0,25.1,24.1,24.0,1.0,25.1,23.4,24.0,1.0,22.1,25.0,24.0
2023-05-30 14:55:00,,25.1,22.2,24.125000000000004,25.9,25.9,[25.9],1.0,24.1,23.5,23.0,1.0,25.1,23.9,24.0,1.0,25.1,23.3,24.0,1.0,22.2,25.1,24.0
2023-05-30 15:00:00,,25.1,22.2,24.225,26.0,26.0,[26.0],1.0,24.5,23.5,23.0,1.0,25.1,23.8,24.0,1.0,25.1,23.2,24.0,1.0,22.2,25.0,24.0
2023-05-30 15:05:00,,25.1,22.2,24.3,26.0,26.0,[26.0],1.0,24.8,23.7,23.0,1.0,25.1,23.8,24.0,1.0,25.1,23.4,24.0,1.0,22.2,25.2,24.0
2023-05-30 15:10:00,,25.2,22.3,24.45,26.1,26.1,[26.1],1.0,25.1,23.8,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.3,24.0,1.0,22.3,25.1,24.0
2023-05-30 15:15:00,,25.3,22.3,24.5,26.1,26.1,[26.1],1.0,25.3,23.8,23.0,1.0,25.2,24.1,24.0,1.0,25.2,23.4,24.0,1.0,22.3,25.2,24.0
2023-05-30 15:20:00,,25.5,22.4,24.575000000000003,26.1,26.1,[26.1],1.0,25.5,24.0,23.0,1.0,25.2,24.1,24.0,1.0,25.2,23.6,24.0,1.0,22.4,25.2,24.0
2023-05-30 15:25:00,,25.2,22.4,24.450000000000003,26.2,26.2,[26.2],1.0,25.0,23.9,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.6,24.0,1.0,22.4,25.2,24.0
2023-05-30 15:30:00,,25.3,22.4,24.325000000000003,26.2,26.2,[26.2],1.0,24.3,23.8,23.0,1.0,25.3,23.9,24.0,1.0,25.3,23.5,24.0,1.0,22.4,25.3,24.0
2023-05-30 15:35:00,,25.3,22.4,24.200000000000003,26.1,26.1,[26.1],1.0,23.8,23.6,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.2,24.0
2023-05-30 15:40:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.5,23.0,1.0,25.3,23.9,24.0,1.0,25.3,23.2,24.0,1.0,22.4,25.3,24.0
2023-05-30 15:45:00,,25.3,22.4,24.225,26.1,26.1,[26.1],1.0,23.9,23.5,23.0,1.0,25.3,23.9,24.0,1.0,25.3,23.1,24.0,1.0,22.4,25.3,24.0
2023-05-30 15:50:00,,25.2,22.4,24.175,26.1,26.1,[26.1],1.0,23.9,23.6,23.0,1.0,25.2,23.9,24.0,1.0,25.2,23.2,24.0,1.0,22.4,25.3,24.0
2023-05-30 15:55:00,,25.2,22.4,24.35,26.2,26.2,[26.2],1.0,24.6,23.8,23.0,1.0,25.2,23.9,24.0,1.0,25.2,23.2,24.0,1.0,22.4,25.1,24.0
2023-05-30 16:00:00,,25.2,22.4,24.175,26.1,26.1,[26.1],1.0,23.9,23.6,23.0,1.0,25.2,23.9,24.0,1.0,25.2,23.3,24.0,1.0,22.4,25.2,24.0
2023-05-30 16:05:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.5,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:10:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.3,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.2,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:15:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.5,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.1,24.0
2023-05-30 16:20:00,,25.3,22.4,24.35,26.1,26.1,[26.1],1.0,24.4,23.6,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.4,24.0,1.0,22.4,25.2,24.0
2023-05-30 16:25:00,,25.3,22.4,24.450000000000003,26.2,26.2,[26.2],1.0,24.8,23.8,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.5,24.0,1.0,22.4,25.2,24.0
2023-05-30 16:30:00,,25.3,22.4,24.450000000000003,26.1,26.1,[26.1],1.0,24.8,23.8,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:35:00,,25.3,22.4,24.55,26.2,26.2,[26.2],1.0,25.2,23.9,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.5,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:40:00,,25.4,22.4,24.6,26.2,26.2,[26.2],1.0,25.4,23.8,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:45:00,,25.4,22.4,24.6,26.3,26.3,[26.3],1.0,25.4,23.9,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.4,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:50:00,,25.4,22.4,24.6,26.2,26.2,[26.2],1.0,25.4,23.7,23.0,1.0,25.3,24.2,24.0,1.0,25.3,23.6,24.0,1.0,22.4,25.3,24.0
2023-05-30 16:55:00,,25.3,22.4,24.225,26.1,26.1,[26.1],1.0,23.9,23.7,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.5,24.0,1.0,22.4,24.8,24.0
2023-05-30 17:00:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.5,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.4,25.2,24.0
2023-05-30 17:05:00,,25.3,22.4,24.1,26.1,26.1,[26.1],1.0,23.4,23.5,23.0,1.0,25.3,24.2,24.0,1.0,25.3,23.1,24.0,1.0,22.4,25.0,24.0
2023-05-30 17:10:00,,25.3,22.3,24.3,26.1,26.1,[26.1],1.0,24.3,23.6,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.3,24.0,1.0,22.3,25.0,24.0
2023-05-30 17:15:00,,25.3,22.3,24.375,26.1,26.1,[26.1],1.0,24.6,23.6,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.4,24.0,1.0,22.3,25.2,24.0
2023-05-30 17:20:00,,25.3,22.3,24.35,26.1,26.1,[26.1],1.0,24.5,23.7,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.4,24.0,1.0,22.3,25.2,24.0
2023-05-30 17:25:00,,25.3,22.3,24.175,26.1,26.1,[26.1],1.0,23.8,23.5,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.3,25.0,24.0
2023-05-30 17:30:00,,25.3,22.3,24.075,26.1,26.1,[26.1],1.0,23.4,23.4,23.0,1.0,25.3,24.1,24.0,1.0,25.3,23.4,24.0,1.0,22.3,25.0,24.0
2023-05-30 17:35:00,,25.3,22.3,24.2,26.1,26.1,[26.1],1.0,23.9,23.5,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.3,25.1,24.0
2023-05-30 17:40:00,,25.2,22.3,24.15,26.1,26.1,[26.1],1.0,23.9,23.6,23.0,1.0,25.2,24.2,24.0,1.0,25.2,23.4,24.0,1.0,22.3,25.0,24.0
2023-05-30 17:45:00,,25.2,22.3,24.375,26.1,26.1,[26.1],1.0,24.8,23.6,23.0,1.0,25.2,23.9,24.0,1.0,25.2,23.3,24.0,1.0,22.3,24.9,24.0
2023-05-30 17:50:00,,25.2,22.3,24.425,26.1,26.1,[26.1],1.0,25.0,23.7,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.4,24.0,1.0,22.3,25.1,24.0
2023-05-30 17:55:00,,25.2,22.3,24.475,26.1,26.1,[26.1],1.0,25.2,23.8,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.2,24.0,1.0,22.3,25.2,24.0
2023-05-30 18:00:00,,25.4,22.2,24.5,26.2,26.2,[26.2],1.0,25.4,23.8,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.4,24.0,1.0,22.2,25.1,24.0
2023-05-30 18:05:00,,25.5,22.2,24.525,26.2,26.2,[26.2],1.0,25.5,23.8,23.0,1.0,25.2,24.0,24.0,1.0,25.2,23.3,24.0,1.0,22.2,25.2,24.0
2023-05-30 18:10:00,,25.2,22.2,24.35,26.2,26.2,[26.2],1.0,24.8,23.8,23.0,1.0,25.2,23.9,24.0,1.0,25.2,23.4,24.0,1.0,22.2,25.1,24.0
2023-05-30 18:15:00,,25.2,22.2,24.175,26.1,26.1,[26.1],1.0,24.1,23.6,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.3,24.0,1.0,22.2,25.0,24.0
2023-05-30 18:20:00,,25.2,22.2,24.05,26.0,26.0,[26.0],1.0,23.6,23.5,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.3,24.0,1.0,22.2,25.0,24.0
2023-05-30 18:25:00,,25.2,22.2,24.0,26.1,26.1,[26.1],1.0,23.4,23.3,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.0,24.0,1.0,22.2,25.0,24.0
2023-05-30 18:30:00,,25.2,22.2,24.15,26.0,26.0,[26.0],1.0,24.0,23.5,23.0,1.0,25.2,23.8,24.0,1.0,25.2,22.9,24.0,1.0,22.2,25.1,24.0
2023-05-30 18:35:00,,25.2,22.2,24.15,26.0,26.0,[26.0],1.0,24.0,23.5,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.0,24.0,1.0,22.2,25.0,24.0
2023-05-30 18:40:00,,25.2,22.2,24.35,26.1,26.1,[26.1],1.0,24.8,23.6,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.1,24.0,1.0,22.2,25.1,24.0
2023-05-30 18:45:00,,25.2,22.2,24.4,26.1,26.1,[26.1],1.0,25.0,23.7,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.1,24.0,1.0,22.2,25.1,24.0
2023-05-30 18:50:00,,25.2,22.1,24.425,26.0,26.0,[26.0],1.0,25.2,23.7,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.1,24.0,1.0,22.1,25.0,24.0
2023-05-30 18:55:00,,25.4,22.1,24.425,26.1,26.1,[26.1],1.0,25.4,23.9,23.0,1.0,25.1,24.2,24.0,1.0,25.1,23.4,24.0,1.0,22.1,25.1,24.0
2023-05-30 19:00:00,,25.6,22.2,24.55,26.3,26.3,[26.3],1.0,25.6,24.0,23.0,1.0,25.2,24.5,24.0,1.0,25.2,23.9,24.0,1.0,22.2,25.2,24.0
2023-05-30 19:05:00,,25.3,22.2,24.425,26.4,26.4,[26.4],1.0,24.9,23.9,23.0,1.0,25.3,25.0,24.0,1.0,25.3,24.8,24.0,1.0,22.2,25.0,24.0
2023-05-30 19:10:00,,25.3,22.2,24.25,26.4,26.4,[26.4],1.0,24.2,23.9,23.0,1.0,25.3,25.2,24.0,1.0,25.3,24.8,24.0,1.0,22.2,25.1,24.0
2023-05-30 19:15:00,,25.3,22.2,24.125,26.4,26.4,[26.4],1.0,23.7,23.6,23.0,1.0,25.3,24.7,24.0,1.0,25.3,24.0,24.0,1.0,22.2,25.0,24.0
2023-05-30 19:20:00,,25.3,22.2,24.025,26.3,26.3,[26.3],1.0,23.3,23.5,23.0,1.0,25.3,24.4,24.0,1.0,25.3,23.8,24.0,1.0,22.2,25.2,24.0
2023-05-30 19:25:00,,25.3,22.2,24.15,26.3,26.3,[26.3],1.0,23.8,23.6,23.0,1.0,25.3,24.2,24.0,1.0,25.3,23.5,24.0,1.0,22.2,25.0,24.0
2023-05-30 19:30:00,,25.3,22.2,24.275,26.2,26.2,[26.2],1.0,24.3,23.6,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.4,24.0,1.0,22.2,25.0,24.0
2023-05-30 19:35:00,,25.3,22.2,24.375,26.2,26.2,[26.2],1.0,24.7,23.7,23.0,1.0,25.3,24.0,24.0,1.0,25.3,23.3,24.0,1.0,22.2,25.1,24.0
2023-05-30 19:40:00,,25.3,22.2,24.3,26.2,26.2,[26.2],1.0,24.4,23.7,23.0,1.0,25.3,23.9,24.0,1.0,25.3,23.4,24.0,1.0,22.2,25.1,24.0
2023-05-30 19:45:00,,25.3,22.2,24.125,26.1,26.1,[26.1],1.0,23.7,23.6,23.0,1.0,25.3,23.8,24.0,1.0,25.3,23.1,24.0,1.0,22.2,25.1,24.0
2023-05-30 19:50:00,,25.3,22.2,24.125,26.1,26.1,[26.1],1.0,23.7,23.5,23.0,1.0,25.3,23.9,24.0,1.0,25.3,23.0,24.0,1.0,22.2,25.1,24.0
2023-05-30 19:55:00,,25.3,22.2,24.125,26.1,26.1,[26.1],1.0,23.7,23.3,23.0,1.0,25.3,23.8,24.0,1.0,25.3,23.0,24.0,1.0,22.2,25.0,24.0
2023-05-30 20:00:00,,25.3,22.2,24.25,26.1,26.1,[26.1],1.0,24.2,23.5,23.0,1.0,25.3,23.8,24.0,1.0,25.3,23.0,24.0,1.0,22.2,25.2,24.0
2023-05-30 20:05:00,,25.2,22.2,24.3,26.1,26.1,[26.1],1.0,24.6,23.7,23.0,1.0,25.2,23.8,24.0,1.0,25.2,23.0,24.0,1.0,22.2,25.1,24.0
