time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1157566_c,1157566_h,1157566_r,1157566_s,1157567_c,1157567_h,1157567_r,1157567_s,3819682_c,3819682_h,3819682_r,3819682_s
2023-05-30 10:05:00,,37.6,26.6,30.76666666666667,25.4,26.6,"[26.6, 24.2]",1.0,26.6,28.2,25.0,1.0,28.1,26.3,25.0,1.0,37.6,24.0,25.0
2023-05-30 10:10:00,,37.8,26.5,30.7,25.9,26.5,"[26.5, 25.3]",1.0,26.5,28.2,25.0,1.0,27.8,26.1,25.0,1.0,37.8,27.0,25.0
2023-05-30 10:15:00,,38.0,26.5,30.766666666666666,25.9,26.5,"[26.5, 25.3]",1.0,26.5,28.1,25.0,1.0,27.8,26.0,25.0,1.0,38.0,24.0,25.0
2023-05-30 10:20:00,,37.6,26.5,30.633333333333336,25.35,26.4,"[26.4, 24.3]",1.0,26.5,28.1,25.0,1.0,27.8,26.1,25.0,1.0,37.6,26.0,25.0
2023-05-30 10:25:00,,38.0,26.5,30.83333333333333,26.05,26.4,"[26.4, 25.7]",1.0,26.5,28.2,25.0,1.0,28.0,26.2,25.0,1.0,38.0,26.0,25.0
2023-05-30 10:30:00,,37.5,26.5,30.7,25.2,26.5,"[26.5, 23.9]",1.0,26.5,28.3,25.0,1.0,28.1,26.3,25.0,1.0,37.5,24.0,25.0
2023-05-30 10:45:00,,37.2,26.5,30.600000000000005,25.3,26.5,"[26.5, 24.1]",1.0,26.5,28.1,25.0,1.0,28.1,26.3,25.0,1.0,37.2,25.0,25.0
2023-05-30 10:50:00,,37.0,26.4,30.33333333333333,25.8,26.5,"[26.5, 25.1]",1.0,26.4,27.9,25.0,1.0,27.6,26.2,25.0,1.0,37.0,26.0,25.0
2023-05-30 10:55:00,,37.1,26.4,30.33333333333333,26.25,26.4,"[26.4, 26.1]",1.0,26.4,28.0,25.0,1.0,27.5,25.9,25.0,1.0,37.1,27.0,25.0
2023-05-30 11:00:00,,36.9,26.4,30.266666666666666,25.200000000000003,26.3,"[26.3, 24.1]",1.0,26.4,28.1,25.0,1.0,27.5,26.0,25.0,1.0,36.9,24.0,25.0
2023-05-30 11:05:00,,37.1,26.4,30.366666666666664,25.15,26.4,"[26.4, 23.9]",1.0,26.4,28.2,25.0,1.0,27.6,26.1,25.0,1.0,37.1,25.0,25.0
2023-05-30 11:10:00,,37.4,26.5,30.5,25.15,26.4,"[26.4, 23.9]",1.0,26.5,28.2,25.0,1.0,27.6,26.3,25.0,1.0,37.4,25.0,25.0
2023-05-30 11:15:00,,37.9,26.5,30.766666666666666,25.35,26.4,"[26.4, 24.3]",1.0,26.5,28.1,25.0,1.0,27.9,26.4,25.0,1.0,37.9,26.0,25.0
2023-05-30 11:20:00,,38.2,26.6,30.933333333333337,25.55,26.4,"[26.4, 24.7]",1.0,26.6,28.3,25.0,1.0,28.0,26.2,25.0,1.0,38.2,26.0,25.0
2023-05-30 11:25:00,,38.6,26.6,31.133333333333336,25.6,26.5,"[26.5, 24.7]",1.0,26.6,28.3,25.0,1.0,28.2,26.3,25.0,1.0,38.6,26.0,25.0
2023-05-30 11:30:00,,39.0,26.7,31.33333333333333,25.8,26.5,"[26.5, 25.1]",1.0,26.7,28.4,25.0,1.0,28.3,26.3,25.0,1.0,39.0,26.0,25.0
2023-05-30 11:35:00,,39.6,26.7,31.53333333333333,25.8,26.6,"[26.6, 25.0]",1.0,26.7,28.4,25.0,1.0,28.3,26.3,25.0,1.0,39.6,26.0,25.0
2023-05-30 11:40:00,,39.8,26.7,31.63333333333333,25.9,26.6,"[26.6, 25.2]",1.0,26.7,28.4,25.0,1.0,28.4,26.4,25.0,1.0,39.8,26.0,25.0
2023-05-30 11:45:00,,39.9,26.7,31.7,25.950000000000003,26.6,"[26.6, 25.3]",1.0,26.7,28.5,25.0,1.0,28.5,26.4,25.0,1.0,39.9,26.0,25.0
2023-05-30 11:50:00,,40.1,26.7,31.76666666666667,26.0,26.6,"[26.6, 25.4]",1.0,26.7,28.4,25.0,1.0,28.5,26.3,25.0,1.0,40.1,27.0,25.0
2023-05-30 11:55:00,,39.2,26.7,31.266666666666666,25.450000000000003,26.6,"[26.6, 24.3]",1.0,26.7,28.3,25.0,1.0,27.9,26.2,25.0,1.0,39.2,24.0,25.0
2023-05-30 12:00:00,,37.9,26.5,30.7,25.35,26.5,"[26.5, 24.2]",1.0,26.5,28.2,25.0,1.0,27.7,26.2,25.0,1.0,37.9,25.0,25.0
2023-05-30 12:05:00,,37.6,26.5,30.53333333333333,25.65,26.4,"[26.4, 24.9]",1.0,26.5,28.1,25.0,1.0,27.5,26.0,25.0,1.0,37.6,26.0,25.0
2023-05-30 12:10:00,,37.5,26.5,30.5,26.1,26.4,"[26.4, 25.8]",1.0,26.5,28.1,25.0,1.0,27.5,26.1,25.0,1.0,37.5,27.0,25.0
2023-05-30 12:15:00,,37.5,26.5,30.5,25.9,26.4,"[26.4, 25.4]",1.0,26.5,28.2,25.0,1.0,27.5,26.2,25.0,1.0,37.5,24.0,25.0
2023-05-30 12:20:00,,37.3,26.6,30.633333333333336,25.3,26.4,"[26.4, 24.2]",1.0,26.6,28.2,25.0,1.0,28.0,26.2,25.0,1.0,37.3,26.0,25.0
2023-05-30 12:25:00,,37.3,26.6,30.666666666666668,26.0,26.4,"[26.4, 25.6]",1.0,26.6,28.3,25.0,1.0,28.1,26.3,25.0,1.0,37.3,26.0,25.0
2023-05-30 12:30:00,,37.5,26.6,30.73333333333333,25.25,26.4,"[26.4, 24.1]",1.0,26.6,28.4,25.0,1.0,28.1,26.4,25.0,1.0,37.5,24.0,25.0
2023-05-30 12:35:00,,37.8,26.6,30.8,26.05,26.6,"[26.6, 25.5]",1.0,26.6,28.4,25.0,1.0,28.0,26.2,25.0,1.0,37.8,27.0,25.0
2023-05-30 12:40:00,,37.8,26.6,30.8,25.7,26.5,"[26.5, 24.9]",1.0,26.6,28.2,25.0,1.0,28.0,26.1,25.0,1.0,37.8,25.0,25.0
2023-05-30 12:45:00,,37.3,26.5,30.53333333333333,25.2,26.4,"[26.4, 24.0]",1.0,26.5,28.1,25.0,1.0,27.8,25.9,25.0,1.0,37.3,25.0,25.0
2023-05-30 12:50:00,,37.0,26.5,30.4,25.9,26.4,"[26.4, 25.4]",1.0,26.5,28.2,25.0,1.0,27.7,26.1,25.0,1.0,37.0,26.0,25.0
2023-05-30 12:55:00,,37.0,26.5,30.4,26.2,26.4,"[26.4, 26.0]",1.0,26.5,28.3,25.0,1.0,27.7,26.3,25.0,1.0,37.0,27.0,25.0
2023-05-30 13:00:00,,37.0,26.6,30.6,25.45,26.4,"[26.4, 24.5]",1.0,26.6,28.4,25.0,1.0,28.2,26.4,25.0,1.0,37.0,23.0,25.0
2023-05-30 13:05:00,,37.1,26.7,30.73333333333333,25.1,26.4,"[26.4, 23.8]",1.0,26.7,28.4,25.0,1.0,28.4,26.4,25.0,1.0,37.1,25.0,25.0
2023-05-30 13:10:00,,37.5,26.7,30.866666666666664,25.2,26.5,"[26.5, 23.9]",1.0,26.7,28.4,25.0,1.0,28.4,26.5,25.0,1.0,37.5,26.0,25.0
2023-05-30 13:15:00,,37.5,26.7,30.73333333333333,25.4,26.6,"[26.6, 24.2]",1.0,26.7,28.4,25.0,1.0,28.0,26.2,25.0,1.0,37.5,26.0,25.0
2023-05-30 13:20:00,,38.4,26.6,30.933333333333337,25.55,26.5,"[26.5, 24.6]",1.0,26.6,28.3,25.0,1.0,27.8,26.1,25.0,1.0,38.4,26.0,25.0
2023-05-30 13:25:00,,38.7,26.5,31.0,25.7,26.5,"[26.5, 24.9]",1.0,26.5,28.2,25.0,1.0,27.8,26.0,25.0,1.0,38.7,26.0,25.0
2023-05-30 13:30:00,,39.3,26.4,31.03333333333333,25.6,26.3,"[26.3, 24.9]",1.0,26.4,28.1,25.0,1.0,27.4,25.9,25.0,1.0,39.3,26.0,25.0
2023-05-30 13:35:00,,38.3,26.5,30.8,25.200000000000003,26.3,"[26.3, 24.1]",1.0,26.5,28.2,25.0,1.0,27.6,25.9,25.0,1.0,38.3,24.0,25.0
2023-05-30 13:40:00,,37.5,26.6,30.633333333333336,25.3,26.4,"[26.4, 24.2]",1.0,26.6,28.2,25.0,1.0,27.8,26.1,25.0,1.0,37.5,25.0,25.0
2023-05-30 13:45:00,,37.1,26.6,30.53333333333333,25.55,26.4,"[26.4, 24.7]",1.0,26.6,28.3,25.0,1.0,27.9,26.0,25.0,1.0,37.1,26.0,25.0
2023-05-30 13:50:00,,37.1,26.5,30.53333333333333,26.2,26.5,"[26.5, 25.9]",1.0,26.5,28.4,25.0,1.0,28.0,26.2,25.0,1.0,37.1,27.0,25.0
2023-05-30 13:55:00,,37.1,26.7,30.7,26.25,26.5,"[26.5, 26.0]",1.0,26.7,28.5,25.0,1.0,28.3,26.3,25.0,1.0,37.1,24.0,25.0
2023-05-30 14:00:00,,37.0,26.7,30.7,25.3,26.6,"[26.6, 24.0]",1.0,26.7,28.5,25.0,1.0,28.4,26.3,25.0,1.0,37.0,25.0,25.0
2023-05-30 14:05:00,,37.5,26.7,30.933333333333334,25.950000000000003,26.6,"[26.6, 25.3]",1.0,26.7,28.6,25.0,1.0,28.6,26.4,25.0,1.0,37.5,27.0,25.0
2023-05-30 14:10:00,,37.5,26.9,31.03333333333333,25.35,26.6,"[26.6, 24.1]",1.0,26.9,28.6,25.0,1.0,28.7,26.4,25.0,1.0,37.5,24.0,25.0
2023-05-30 14:15:00,,36.9,26.9,30.8,25.4,26.7,"[26.7, 24.1]",1.0,26.9,28.6,25.0,1.0,28.6,26.4,25.0,1.0,36.9,25.0,25.0
2023-05-30 14:20:00,,36.8,26.9,30.666666666666668,26.1,26.7,"[26.7, 25.5]",1.0,26.9,28.5,25.0,1.0,28.3,26.4,25.0,1.0,36.8,26.0,25.0
2023-05-30 14:25:00,,36.8,26.8,30.633333333333336,26.35,26.6,"[26.6, 26.1]",1.0,26.8,28.5,25.0,1.0,28.3,26.2,25.0,1.0,36.8,27.0,25.0
2023-05-30 14:30:00,,36.8,26.7,30.433333333333334,25.4,26.6,"[26.6, 24.2]",1.0,26.7,28.4,25.0,1.0,27.8,26.1,25.0,1.0,36.8,24.0,25.0
2023-05-30 14:35:00,,37.3,26.6,30.53333333333333,25.5,26.5,"[26.5, 24.5]",1.0,26.6,28.3,25.0,1.0,27.7,26.1,25.0,1.0,37.3,27.0,25.0
2023-05-30 14:40:00,,37.3,26.6,30.53333333333333,25.75,26.4,"[26.4, 25.1]",1.0,26.6,28.3,25.0,1.0,27.7,26.0,25.0,1.0,37.3,24.0,25.0
2023-05-30 14:45:00,,37.4,26.6,30.5,25.2,26.4,"[26.4, 24.0]",1.0,26.6,28.2,25.0,1.0,27.5,26.1,25.0,1.0,37.4,26.0,25.0
2023-05-30 14:50:00,,37.4,26.5,30.5,26.0,26.4,"[26.4, 25.6]",1.0,26.5,28.3,25.0,1.0,27.6,26.1,25.0,1.0,37.4,26.0,25.0
2023-05-30 14:55:00,,37.6,26.7,30.7,25.35,26.4,"[26.4, 24.3]",1.0,26.7,28.4,25.0,1.0,27.8,26.2,25.0,1.0,37.6,24.0,25.0
2023-05-30 15:00:00,,37.1,26.7,30.633333333333336,25.5,26.5,"[26.5, 24.5]",1.0,26.7,28.5,25.0,1.0,28.1,26.4,25.0,1.0,37.1,26.0,25.0
2023-05-30 15:05:00,,37.1,26.8,30.7,26.0,26.5,"[26.5, 25.5]",1.0,26.8,28.6,25.0,1.0,28.2,26.4,25.0,1.0,37.1,26.0,25.0
2023-05-30 15:10:00,,37.2,26.8,30.633333333333336,26.1,26.6,"[26.6, 25.6]",1.0,26.8,28.5,25.0,1.0,27.9,26.2,25.0,1.0,37.2,25.0,25.0
2023-05-30 15:15:00,,37.2,26.7,30.566666666666663,25.3,26.5,"[26.5, 24.1]",1.0,26.7,28.4,25.0,1.0,27.8,26.1,25.0,1.0,37.2,24.0,25.0
2023-05-30 15:20:00,,37.3,26.6,30.5,25.2,26.5,"[26.5, 23.9]",1.0,26.6,28.4,25.0,1.0,27.6,26.1,25.0,1.0,37.3,25.0,25.0
2023-05-30 15:25:00,,37.6,26.6,30.566666666666663,25.25,26.4,"[26.4, 24.1]",1.0,26.6,28.3,25.0,1.0,27.5,26.0,25.0,1.0,37.6,26.0,25.0
2023-05-30 15:30:00,,37.6,26.5,30.566666666666663,25.45,26.4,"[26.4, 24.5]",1.0,26.5,28.3,25.0,1.0,27.6,26.1,25.0,1.0,37.6,26.0,25.0
2023-05-30 15:35:00,,38.6,26.6,31.03333333333333,25.65,26.4,"[26.4, 24.9]",1.0,26.6,28.4,25.0,1.0,27.9,26.2,25.0,1.0,38.6,26.0,25.0
2023-05-30 15:40:00,,,,,25.85,26.5,"[26.5, 25.2]",1.0,,28.6,25.0,1.0,,26.4,25.0,1.0,,26.0,25.0
2023-05-30 15:45:00,,39.5,26.7,31.46666666666667,25.85,26.5,"[26.5, 25.2]",1.0,26.7,28.6,25.0,1.0,28.2,26.4,25.0,1.0,39.5,26.0,25.0
2023-05-30 15:50:00,,39.0,26.7,31.266666666666666,25.4,26.6,"[26.6, 24.2]",1.0,26.7,28.6,25.0,1.0,28.1,26.3,25.0,1.0,39.0,24.0,25.0
2023-05-30 15:55:00,,37.8,26.7,30.8,25.35,26.6,"[26.6, 24.1]",1.0,26.7,28.5,25.0,1.0,27.9,26.1,25.0,1.0,37.8,25.0,25.0
2023-05-30 16:00:00,,37.8,26.6,30.7,25.5,26.5,"[26.5, 24.5]",1.0,26.6,28.4,25.0,1.0,27.7,26.1,25.0,1.0,37.8,26.0,25.0
2023-05-30 16:05:00,,37.4,26.6,30.566666666666663,26.05,26.4,"[26.4, 25.7]",1.0,26.6,28.4,25.0,1.0,27.7,26.0,25.0,1.0,37.4,27.0,25.0
2023-05-30 16:10:00,,37.2,26.6,30.46666666666667,26.3,26.4,"[26.4, 26.2]",1.0,26.6,28.4,25.0,1.0,27.6,26.0,25.0,1.0,37.2,25.0,25.0
2023-05-30 16:15:00,,37.3,26.7,30.63333333333333,25.25,26.5,"[26.5, 24.0]",1.0,26.7,28.5,25.0,1.0,27.9,26.2,25.0,1.0,37.3,24.0,25.0
2023-05-30 16:20:00,,37.7,26.7,30.8,26.1,26.5,"[26.5, 25.7]",1.0,26.7,28.6,25.0,1.0,28.0,26.2,25.0,1.0,37.7,27.0,25.0
2023-05-30 16:25:00,,37.7,26.8,30.83333333333333,25.55,26.6,"[26.6, 24.5]",1.0,26.8,28.7,25.0,1.0,28.0,26.2,25.0,1.0,37.7,24.0,25.0
2023-05-30 16:30:00,,37.6,26.8,30.933333333333337,25.4,26.6,"[26.6, 24.2]",1.0,26.8,28.8,25.0,1.0,28.4,26.4,25.0,1.0,37.6,27.0,25.0
2023-05-30 16:35:00,,38.0,26.9,31.166666666666668,26.0,26.7,"[26.7, 25.3]",1.0,26.9,28.8,25.0,1.0,28.6,26.4,25.0,1.0,38.0,26.0,25.0
2023-05-30 16:40:00,,37.6,26.9,30.933333333333337,25.65,26.7,"[26.7, 24.6]",1.0,26.9,28.7,25.0,1.0,28.3,26.4,25.0,1.0,37.6,24.0,25.0
2023-05-30 16:45:00,,38.0,26.9,31.066666666666663,26.15,26.6,"[26.6, 25.7]",1.0,26.9,28.6,25.0,1.0,28.3,26.3,25.0,1.0,38.0,27.0,25.0
2023-05-30 16:50:00,,38.0,26.8,30.9,25.700000000000003,26.6,"[26.6, 24.8]",1.0,26.8,28.6,25.0,1.0,27.9,26.2,25.0,1.0,38.0,24.0,25.0
2023-05-30 16:55:00,,37.9,26.7,30.8,25.35,26.5,"[26.5, 24.2]",1.0,26.7,28.5,25.0,1.0,27.8,26.1,25.0,1.0,37.9,25.0,25.0
2023-05-30 17:00:00,,37.3,26.6,30.53333333333333,25.85,26.5,"[26.5, 25.2]",1.0,26.6,28.4,25.0,1.0,27.7,26.1,25.0,1.0,37.3,26.0,25.0
2023-05-30 17:05:00,,37.2,26.7,30.6,26.3,26.5,"[26.5, 26.1]",1.0,26.7,28.6,25.0,1.0,27.9,26.2,25.0,1.0,37.2,27.0,25.0
2023-05-30 17:10:00,,37.0,26.7,30.53333333333333,25.65,26.5,"[26.5, 24.8]",1.0,26.7,28.7,25.0,1.0,27.9,26.4,25.0,1.0,37.0,23.0,25.0
2023-05-30 17:15:00,,37.2,26.9,30.766666666666666,25.15,26.6,"[26.6, 23.7]",1.0,26.9,28.7,25.0,1.0,28.2,26.4,25.0,1.0,37.2,25.0,25.0
2023-05-30 17:20:00,,37.4,26.8,30.73333333333333,25.25,26.6,"[26.6, 23.9]",1.0,26.8,28.6,25.0,1.0,28.0,26.2,25.0,1.0,37.4,25.0,25.0
2023-05-30 17:25:00,,37.9,26.7,30.83333333333333,25.4,26.6,"[26.6, 24.2]",1.0,26.7,28.6,25.0,1.0,27.9,26.1,25.0,1.0,37.9,26.0,25.0
2023-05-30 17:30:00,,38.3,26.7,30.933333333333334,25.65,26.6,"[26.6, 24.7]",1.0,26.7,28.5,25.0,1.0,27.8,26.1,25.0,1.0,38.3,26.0,25.0
2023-05-30 17:35:00,,38.3,26.6,30.83333333333333,25.7,26.5,"[26.5, 24.9]",1.0,26.6,28.5,25.0,1.0,27.6,26.0,25.0,1.0,38.3,26.0,25.0
2023-05-30 17:40:00,,39.4,26.6,31.2,25.75,26.4,"[26.4, 25.1]",1.0,26.6,28.4,25.0,1.0,27.6,26.0,25.0,1.0,39.4,26.0,25.0
2023-05-30 17:45:00,,39.4,26.5,31.166666666666668,25.65,26.4,"[26.4, 24.9]",1.0,26.5,28.4,25.0,1.0,27.6,26.0,25.0,1.0,39.4,26.0,25.0
2023-05-30 17:50:00,,38.2,26.6,30.9,25.2,26.4,"[26.4, 24.0]",1.0,26.6,28.5,25.0,1.0,27.9,26.2,25.0,1.0,38.2,24.0,25.0
2023-05-30 17:55:00,,37.5,26.7,30.766666666666666,25.35,26.4,"[26.4, 24.3]",1.0,26.7,28.7,25.0,1.0,28.1,26.3,25.0,1.0,37.5,25.0,25.0
2023-05-30 18:00:00,,37.3,26.8,30.8,25.85,26.6,"[26.6, 25.1]",1.0,26.8,28.7,25.0,1.0,28.3,26.4,25.0,1.0,37.3,26.0,25.0
2023-05-30 18:05:00,,37.2,26.8,30.666666666666668,26.200000000000003,26.6,"[26.6, 25.8]",1.0,26.8,28.7,25.0,1.0,28.0,26.3,25.0,1.0,37.2,27.0,25.0
2023-05-30 18:10:00,,37.1,26.6,30.53333333333333,25.85,26.5,"[26.5, 25.2]",1.0,26.6,28.6,25.0,1.0,27.9,26.1,25.0,1.0,37.1,24.0,25.0
2023-05-30 18:15:00,,37.1,26.6,30.46666666666667,25.2,26.5,"[26.5, 23.9]",1.0,26.6,28.5,25.0,1.0,27.7,26.0,25.0,1.0,37.1,25.0,25.0
2023-05-30 18:20:00,,37.3,26.6,30.566666666666663,25.25,26.4,"[26.4, 24.1]",1.0,26.6,28.5,25.0,1.0,27.8,26.0,25.0,1.0,37.3,26.0,25.0
2023-05-30 18:25:00,,37.8,26.6,30.8,25.4,26.4,"[26.4, 24.4]",1.0,26.6,28.6,25.0,1.0,28.0,26.2,25.0,1.0,37.8,26.0,25.0
2023-05-30 18:30:00,,38.2,26.7,31.03333333333333,25.65,26.5,"[26.5, 24.8]",1.0,26.7,28.7,25.0,1.0,28.2,26.4,25.0,1.0,38.2,26.0,25.0
2023-05-30 18:35:00,,38.7,26.7,31.2,25.75,26.6,"[26.6, 24.9]",1.0,26.7,28.7,25.0,1.0,28.2,26.4,25.0,1.0,38.7,26.0,25.0
2023-05-30 18:40:00,,39.5,26.7,31.4,25.85,26.6,"[26.6, 25.1]",1.0,26.7,28.6,25.0,1.0,28.0,26.2,25.0,1.0,39.5,26.0,25.0
2023-05-30 18:45:00,,39.7,26.7,31.4,25.9,26.6,"[26.6, 25.2]",1.0,26.7,28.5,25.0,1.0,27.8,26.0,25.0,1.0,39.7,26.0,25.0
2023-05-30 18:50:00,,39.9,26.6,31.399999999999995,25.9,26.5,"[26.5, 25.3]",1.0,26.6,28.5,25.0,1.0,27.7,26.0,25.0,1.0,39.9,26.0,25.0
2023-05-30 18:55:00,,40.0,26.5,31.4,25.95,26.4,"[26.4, 25.5]",1.0,26.5,28.5,25.0,1.0,27.7,26.0,25.0,1.0,40.0,27.0,25.0
2023-05-30 19:00:00,,38.7,26.5,30.96666666666667,25.3,26.5,"[26.5, 24.1]",1.0,26.5,28.5,25.0,1.0,27.7,26.0,25.0,1.0,38.7,24.0,25.0
2023-05-30 19:05:00,,37.8,26.7,30.83333333333333,25.4,26.5,"[26.5, 24.3]",1.0,26.7,28.6,25.0,1.0,28.0,26.2,25.0,1.0,37.8,25.0,25.0
2023-05-30 19:10:00,,37.6,26.7,30.76666666666667,25.9,26.6,"[26.6, 25.2]",1.0,26.7,28.7,25.0,1.0,28.0,26.2,25.0,1.0,37.6,26.0,25.0
2023-05-30 19:15:00,,37.5,26.8,30.83333333333333,26.3,26.6,"[26.6, 26.0]",1.0,26.8,28.8,25.0,1.0,28.2,26.3,25.0,1.0,37.5,27.0,25.0
2023-05-30 19:20:00,,37.3,26.9,30.899999999999995,25.9,26.6,"[26.6, 25.2]",1.0,26.9,28.9,25.0,1.0,28.5,26.3,25.0,1.0,37.3,24.0,25.0
2023-05-30 19:25:00,,37.3,26.9,30.933333333333334,25.35,26.7,"[26.7, 24.0]",1.0,26.9,28.9,25.0,1.0,28.6,26.4,25.0,1.0,37.3,24.0,25.0
2023-05-30 19:30:00,,37.6,26.9,30.96666666666667,25.3,26.7,"[26.7, 23.9]",1.0,26.9,28.8,25.0,1.0,28.4,26.5,25.0,1.0,37.6,25.0,25.0
2023-05-30 19:35:00,,37.9,26.8,31.03333333333333,25.6,26.8,"[26.8, 24.4]",1.0,26.8,28.8,25.0,1.0,28.4,26.3,25.0,1.0,37.9,26.0,25.0
2023-05-30 19:40:00,,38.4,26.8,31.133333333333336,25.7,26.7,"[26.7, 24.7]",1.0,26.8,28.7,25.0,1.0,28.2,26.2,25.0,1.0,38.4,26.0,25.0
2023-05-30 19:45:00,,38.4,26.7,31.0,25.8,26.6,"[26.6, 25.0]",1.0,26.7,28.6,25.0,1.0,27.9,26.1,25.0,1.0,38.4,26.0,25.0
2023-05-30 19:50:00,,39.4,26.7,31.3,25.9,26.6,"[26.6, 25.2]",1.0,26.7,28.5,25.0,1.0,27.8,26.0,25.0,1.0,39.4,26.0,25.0
2023-05-30 19:55:00,,39.6,26.6,31.3,25.85,26.5,"[26.5, 25.2]",1.0,26.6,28.5,25.0,1.0,27.7,26.0,25.0,1.0,39.6,26.0,25.0
2023-05-30 20:00:00,,39.8,26.5,31.366666666666664,25.85,26.4,"[26.4, 25.3]",1.0,26.5,28.6,25.0,1.0,27.8,26.1,25.0,1.0,39.8,26.0,25.0
2023-05-30 20:05:00,,39.5,26.5,31.33333333333333,25.65,26.5,"[26.5, 24.8]",1.0,26.5,28.7,25.0,1.0,28.0,26.4,25.0,1.0,39.5,24.0,25.0
2023-05-30 20:10:00,,38.1,26.8,31.066666666666663,25.4,26.5,"[26.5, 24.3]",1.0,26.8,28.8,25.0,1.0,28.3,26.4,25.0,1.0,38.1,25.0,25.0
2023-05-30 20:15:00,,37.7,26.8,30.86666666666667,25.65,26.6,"[26.6, 24.7]",1.0,26.8,28.7,25.0,1.0,28.1,26.2,25.0,1.0,37.7,26.0,25.0
2023-05-30 20:20:00,,37.7,26.7,30.766666666666666,26.1,26.6,"[26.6, 25.6]",1.0,26.7,28.6,25.0,1.0,27.9,26.1,25.0,1.0,37.7,27.0,25.0
2023-05-30 20:25:00,,37.5,26.7,30.7,26.15,26.5,"[26.5, 25.8]",1.0,26.7,28.5,25.0,1.0,27.9,26.1,25.0,1.0,37.5,25.0,25.0
2023-05-30 20:30:00,,37.5,26.5,30.6,25.3,26.5,"[26.5, 24.1]",1.0,26.5,28.5,25.0,1.0,27.8,25.9,25.0,1.0,37.5,25.0,25.0
2023-05-30 20:35:00,,37.7,26.6,30.73333333333333,26.1,26.4,"[26.4, 25.8]",1.0,26.6,28.6,25.0,1.0,27.9,26.2,25.0,1.0,37.7,27.0,25.0
2023-05-30 20:40:00,,37.6,26.7,30.8,25.45,26.5,"[26.5, 24.4]",1.0,26.7,28.4,25.0,1.0,28.1,26.3,25.0,1.0,37.6,24.0,25.0
2023-05-30 20:45:00,,37.7,26.8,30.96666666666667,25.95,26.5,"[26.5, 25.4]",1.0,26.8,28.8,25.0,1.0,28.4,26.5,25.0,1.0,37.7,27.0,25.0
2023-05-30 20:50:00,,37.9,26.8,30.96666666666667,25.950000000000003,26.6,"[26.6, 25.3]",1.0,26.8,28.7,25.0,1.0,28.2,26.3,25.0,1.0,37.9,24.0,25.0
2023-05-30 20:55:00,,37.5,26.7,30.73333333333333,25.5,26.6,"[26.6, 24.4]",1.0,26.7,28.6,25.0,1.0,28.0,26.2,25.0,1.0,37.5,26.0,25.0
2023-05-30 21:00:00,,37.5,26.7,30.666666666666668,26.15,26.6,"[26.6, 25.7]",1.0,26.7,28.6,25.0,1.0,27.8,25.8,25.0,1.0,37.5,26.0,25.0
2023-05-30 21:05:00,,37.7,26.6,30.76666666666667,25.45,26.5,"[26.5, 24.4]",1.0,26.6,28.7,25.0,1.0,28.0,26.0,25.0,1.0,37.7,24.0,25.0
