time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3820499_c,3820499_h,3820499_r,3820499_s,3820500_c,3820500_h,3820500_r,3820500_s,3820501_c,3820501_h,3820501_r,3820501_s,3820502_c,3820502_h,3820502_r,3820502_s
2023-05-30 11:25:00,,37.4,28.2,32.05,27.8,27.8,[27.8],1.0,37.4,28.0,26.0,1.0,28.2,27.7,28.0,1.0,31.3,27.6,29.0,1.0,31.3,27.0,27.0
2023-05-30 11:30:00,,37.4,28.2,32.05,27.9,27.9,[27.9],1.0,37.4,28.0,26.0,1.0,28.2,27.7,28.0,1.0,31.3,27.7,29.0,1.0,31.3,27.0,27.0
2023-05-30 11:35:00,,37.7,28.4,32.275,27.9,27.9,[27.9],1.0,37.7,27.0,25.0,1.0,28.4,26.8,27.0,1.0,31.5,27.5,28.0,1.0,31.5,27.0,26.0
2023-05-30 11:40:00,,37.9,28.4,32.125,27.3,27.3,[27.3],1.0,37.9,27.0,25.0,1.0,28.4,26.1,27.0,1.0,31.1,26.3,28.0,1.0,31.1,26.0,26.0
2023-05-30 11:45:00,,38.0,28.0,31.8,27.1,27.1,[27.1],1.0,38.0,27.0,25.0,1.0,28.0,26.7,27.0,1.0,30.6,26.6,28.0,1.0,30.6,26.0,26.0
2023-05-30 11:50:00,,37.9,27.4,31.625,27.5,27.5,[27.5],1.0,37.9,27.0,25.0,1.0,27.4,27.0,27.0,1.0,30.6,27.2,28.0,1.0,30.6,26.0,26.0
2023-05-30 11:55:00,,37.7,27.7,31.75,27.6,27.6,[27.6],1.0,37.7,27.0,25.0,1.0,27.7,27.0,27.0,1.0,30.8,27.3,28.0,1.0,30.8,27.0,26.0
2023-05-30 12:00:00,,37.8,27.7,31.775,27.2,27.2,[27.2],1.0,37.8,27.0,25.0,1.0,27.7,25.8,27.0,1.0,30.8,26.1,28.0,1.0,30.8,26.0,26.0
2023-05-30 12:05:00,,37.9,27.4,31.575,27.2,27.2,[27.2],1.0,37.9,28.0,26.0,1.0,27.4,27.0,28.0,1.0,30.5,26.9,29.0,1.0,30.5,26.0,27.0
2023-05-30 12:10:00,,37.9,27.4,31.575,27.5,27.5,[27.5],1.0,37.9,27.0,26.0,1.0,27.4,27.3,28.0,1.0,30.5,27.3,29.0,1.0,30.5,27.0,27.0
2023-05-30 12:15:00,,37.9,27.8,31.875,27.6,27.6,[27.6],1.0,37.9,27.0,26.0,1.0,27.8,27.4,28.0,1.0,30.9,27.4,29.0,1.0,30.9,27.0,27.0
2023-05-30 12:20:00,,37.6,28.0,31.95,27.7,27.7,[27.7],1.0,37.6,27.0,26.0,1.0,28.0,27.4,28.0,1.0,31.1,27.5,29.0,1.0,31.1,27.0,27.0
2023-05-30 12:25:00,,37.7,28.0,32.025,27.8,27.8,[27.8],1.0,37.7,27.0,26.0,1.0,28.0,27.4,28.0,1.0,31.2,27.6,29.0,1.0,31.2,27.0,27.0
2023-05-30 12:30:00,,37.6,28.3,32.125,27.8,27.8,[27.8],1.0,37.6,28.0,26.0,1.0,28.3,27.7,28.0,1.0,31.3,27.6,29.0,1.0,31.3,27.0,27.0
2023-05-30 12:35:00,,37.6,28.3,32.175000000000004,27.9,27.9,[27.9],1.0,37.6,27.0,25.0,1.0,28.3,27.7,27.0,1.0,31.4,27.6,28.0,1.0,31.4,27.0,27.0
2023-05-30 12:40:00,,37.6,28.4,32.25,27.9,27.9,[27.9],1.0,37.6,27.0,25.0,1.0,28.4,27.7,27.0,1.0,31.5,27.7,28.0,1.0,31.5,27.0,27.0
2023-05-30 12:45:00,,37.5,28.4,32.225,27.9,27.9,[27.9],1.0,37.5,27.0,25.0,1.0,28.4,27.7,27.0,1.0,31.5,27.7,28.0,1.0,31.5,27.0,27.0
2023-05-30 12:50:00,,37.6,28.5,32.275,28.0,28.0,[28.0],1.0,37.6,27.0,25.0,1.0,28.5,27.7,27.0,1.0,31.5,27.7,28.0,1.0,31.5,27.0,27.0
2023-05-30 12:55:00,,37.5,28.5,32.3,28.0,28.0,[28.0],1.0,37.5,28.0,25.0,1.0,28.5,27.7,27.0,1.0,31.6,27.7,28.0,1.0,31.6,27.0,27.0
2023-05-30 13:00:00,,37.6,28.6,32.35,28.0,28.0,[28.0],1.0,37.6,27.0,25.0,1.0,28.6,27.7,27.0,1.0,31.6,27.8,28.0,1.0,31.6,27.0,27.0
2023-05-30 13:05:00,,37.6,28.5,32.275,27.8,27.8,[27.8],1.0,37.6,27.0,24.0,1.0,28.5,26.8,26.0,1.0,31.5,27.1,27.0,1.0,31.5,26.0,26.0
2023-05-30 13:10:00,,37.8,28.0,32.0,27.4,27.4,[27.4],1.0,37.8,27.0,24.0,1.0,28.0,26.1,26.0,1.0,31.1,26.3,27.0,1.0,31.1,26.0,26.0
2023-05-30 13:15:00,,37.8,27.5,31.875,27.2,27.2,[27.2],1.0,37.8,27.0,24.0,1.0,27.5,26.7,26.0,1.0,31.1,26.4,27.0,1.0,31.1,26.0,26.0
2023-05-30 13:20:00,,37.8,27.5,31.675,27.5,27.5,[27.5],1.0,37.8,27.0,24.0,1.0,27.5,27.0,26.0,1.0,30.7,27.2,27.0,1.0,30.7,26.0,26.0
2023-05-30 13:25:00,,37.8,27.8,31.75,27.6,27.6,[27.6],1.0,37.8,28.0,24.0,1.0,27.8,26.8,26.0,1.0,30.7,27.1,27.0,1.0,30.7,26.0,26.0
2023-05-30 13:30:00,,37.8,27.4,31.599999999999994,27.1,27.1,[27.1],1.0,37.8,27.0,24.0,1.0,27.4,26.1,26.0,1.0,30.6,26.2,27.0,1.0,30.6,25.0,26.0
2023-05-30 13:35:00,,37.9,27.4,31.625,27.3,27.3,[27.3],1.0,37.9,27.0,25.0,1.0,27.4,27.0,27.0,1.0,30.6,27.0,28.0,1.0,30.6,26.0,27.0
2023-05-30 13:40:00,,37.7,27.6,31.625,27.5,27.5,[27.5],1.0,37.7,27.0,25.0,1.0,27.6,27.3,27.0,1.0,30.6,27.3,28.0,1.0,30.6,26.0,27.0
2023-05-30 13:45:00,,37.6,27.6,31.7,27.6,27.6,[27.6],1.0,37.6,27.0,25.0,1.0,27.6,27.4,27.0,1.0,30.8,27.4,28.0,1.0,30.8,27.0,27.0
2023-05-30 13:50:00,,37.5,28.0,31.775,27.7,27.7,[27.7],1.0,37.5,27.0,25.0,1.0,28.0,27.4,27.0,1.0,30.8,27.5,28.0,1.0,30.8,27.0,27.0
2023-05-30 13:55:00,,37.5,28.0,31.975,27.8,27.8,[27.8],1.0,37.5,27.0,25.0,1.0,28.0,27.4,27.0,1.0,31.2,27.6,28.0,1.0,31.2,27.0,27.0
2023-05-30 14:00:00,,37.5,28.2,32.075,27.9,27.9,[27.9],1.0,37.5,27.0,25.0,1.0,28.2,27.4,27.0,1.0,31.3,27.6,28.0,1.0,31.3,27.0,27.0
2023-05-30 14:05:00,,37.5,28.3,32.1,27.7,27.7,[27.7],1.0,37.5,27.0,24.0,1.0,28.3,26.8,26.0,1.0,31.3,27.1,27.0,1.0,31.3,27.0,26.0
2023-05-30 14:10:00,,37.5,28.3,31.85,27.2,27.2,[27.2],1.0,37.5,27.0,24.0,1.0,28.3,26.1,26.0,1.0,30.8,26.2,27.0,1.0,30.8,26.0,26.0
2023-05-30 14:15:00,,37.7,27.5,31.6,27.3,27.3,[27.3],1.0,37.7,27.0,24.0,1.0,27.5,27.0,26.0,1.0,30.6,26.8,27.0,1.0,30.6,26.0,26.0
2023-05-30 14:20:00,,37.7,27.6,31.625,27.6,27.6,[27.6],1.0,37.7,27.0,24.0,1.0,27.6,27.3,26.0,1.0,30.6,27.3,27.0,1.0,30.6,27.0,26.0
2023-05-30 14:25:00,,38.0,27.5,31.775,27.2,27.2,[27.2],1.0,38.0,27.0,24.0,1.0,27.5,26.1,26.0,1.0,30.8,26.2,27.0,1.0,30.8,26.0,26.0
2023-05-30 14:30:00,,38.0,27.2,31.55,27.2,27.2,[27.2],1.0,38.0,27.0,24.0,1.0,27.2,27.0,26.0,1.0,30.5,26.8,27.0,1.0,30.5,26.0,26.0
2023-05-30 14:35:00,,37.9,27.5,31.65,27.5,27.5,[27.5],1.0,37.9,27.0,25.0,1.0,27.5,27.0,27.0,1.0,30.6,27.1,28.0,1.0,30.6,26.0,26.0
2023-05-30 14:40:00,,37.7,27.7,31.700000000000003,27.4,27.4,[27.4],1.0,37.7,27.0,25.0,1.0,27.7,26.4,27.0,1.0,30.7,26.7,28.0,1.0,30.7,26.0,26.0
2023-05-30 14:45:00,,37.7,27.3,31.450000000000003,27.1,27.1,[27.1],1.0,37.7,27.0,25.0,1.0,27.3,26.7,27.0,1.0,30.4,26.4,28.0,1.0,30.4,26.0,26.0
2023-05-30 14:50:00,,37.8,27.5,31.625,27.4,27.4,[27.4],1.0,37.8,28.0,25.0,1.0,27.5,27.3,27.0,1.0,30.6,27.2,28.0,1.0,30.6,26.0,26.0
2023-05-30 14:55:00,,37.8,27.6,31.65,27.4,27.4,[27.4],1.0,37.8,27.0,25.0,1.0,27.6,26.4,27.0,1.0,30.6,27.1,28.0,1.0,30.6,26.0,26.0
2023-05-30 15:00:00,,37.9,27.3,31.5,27.1,27.1,[27.1],1.0,37.9,27.0,25.0,1.0,27.3,26.4,27.0,1.0,30.4,26.2,28.0,1.0,30.4,26.0,26.0
2023-05-30 15:05:00,,37.9,27.4,31.525,27.4,27.4,[27.4],1.0,37.9,27.0,26.0,1.0,27.4,26.7,28.0,1.0,30.4,27.1,29.0,1.0,30.4,26.0,27.0
2023-05-30 15:10:00,,37.7,27.4,31.625,27.5,27.5,[27.5],1.0,37.7,27.0,26.0,1.0,27.4,27.0,28.0,1.0,30.7,27.2,29.0,1.0,30.7,27.0,27.0
2023-05-30 15:15:00,,37.5,27.9,31.85,27.6,27.6,[27.6],1.0,37.5,28.0,26.0,1.0,27.9,27.4,28.0,1.0,31.0,27.4,29.0,1.0,31.0,27.0,27.0
2023-05-30 15:20:00,,37.7,28.1,32.050000000000004,27.8,27.8,[27.8],1.0,37.7,28.0,26.0,1.0,28.1,27.7,28.0,1.0,31.2,27.5,29.0,1.0,31.2,27.0,27.0
2023-05-30 15:25:00,,37.7,28.2,32.125,27.8,27.8,[27.8],1.0,37.7,27.0,26.0,1.0,28.2,27.7,28.0,1.0,31.3,27.6,29.0,1.0,31.3,27.0,27.0
2023-05-30 15:30:00,,37.7,28.2,32.125,27.9,27.9,[27.9],1.0,37.7,27.0,26.0,1.0,28.2,27.7,28.0,1.0,31.3,27.6,29.0,1.0,31.3,27.0,27.0
2023-05-30 15:35:00,,37.6,28.4,32.2,27.8,27.8,[27.8],1.0,37.6,27.0,26.0,1.0,28.4,27.1,27.0,1.0,31.4,27.3,28.0,1.0,31.4,27.0,26.0
2023-05-30 15:40:00,,37.7,28.4,31.975,27.2,27.2,[27.2],,37.7,,,,28.4,,,,30.9,,,,30.9,,
2023-05-30 15:45:00,,37.7,27.4,31.575,27.2,27.2,[27.2],1.0,37.7,27.0,26.0,1.0,27.4,26.7,27.0,1.0,30.6,26.5,28.0,1.0,30.6,26.0,26.0
2023-05-30 15:50:00,,37.7,27.4,31.575,27.5,27.5,[27.5],1.0,37.7,27.0,26.0,1.0,27.4,27.4,27.0,1.0,30.6,27.2,28.0,1.0,30.6,26.0,26.0
2023-05-30 15:55:00,,37.7,27.6,31.675000000000004,27.4,27.4,[27.4],1.0,37.7,27.0,26.0,1.0,27.6,26.8,27.0,1.0,30.7,26.5,28.0,1.0,30.7,26.0,26.0
2023-05-30 16:00:00,,37.8,27.6,31.550000000000004,27.0,27.0,[27.0],1.0,37.8,27.0,26.0,1.0,27.6,25.8,27.0,1.0,30.4,26.1,28.0,1.0,30.4,25.0,26.0
2023-05-30 16:05:00,,37.8,27.2,31.5,27.3,27.3,[27.3],1.0,37.8,27.0,27.0,1.0,27.2,27.4,28.0,1.0,30.5,27.1,29.0,1.0,30.5,26.0,27.0
2023-05-30 16:10:00,,38.4,27.5,31.725,27.7,27.7,[27.7],1.0,38.4,28.0,27.0,1.0,27.5,27.7,28.0,1.0,30.5,27.7,29.0,1.0,30.5,27.0,27.0
2023-05-30 16:15:00,,38.4,28.3,32.325,28.0,28.0,[28.0],1.0,38.4,28.0,27.0,1.0,28.3,28.0,28.0,1.0,31.3,28.0,29.0,1.0,31.3,27.0,27.0
2023-05-30 16:20:00,,38.9,29.6,32.925,28.1,28.1,[28.1],1.0,38.9,28.0,27.0,1.0,29.6,28.4,28.0,1.0,31.6,28.1,29.0,1.0,31.6,28.0,27.0
2023-05-30 16:25:00,,40.2,29.7,33.175000000000004,27.7,27.7,[27.7],1.0,40.2,28.0,27.0,1.0,29.7,27.1,28.0,1.0,31.4,27.1,29.0,1.0,31.4,27.0,27.0
2023-05-30 16:30:00,,40.7,29.7,33.300000000000004,27.8,27.8,[27.8],1.0,40.7,28.0,27.0,1.0,29.7,28.0,28.0,1.0,31.4,27.6,29.0,1.0,31.4,27.0,27.0
2023-05-30 16:35:00,,41.0,29.8,33.4,27.9,27.9,[27.9],1.0,41.0,28.0,26.0,1.0,29.8,27.1,27.0,1.0,31.4,27.4,28.0,1.0,31.4,27.0,27.0
2023-05-30 16:40:00,,40.6,29.1,33.025,27.6,27.6,[27.6],1.0,40.6,28.0,26.0,1.0,29.1,27.4,27.0,1.0,31.2,26.9,28.0,1.0,31.2,26.0,27.0
2023-05-30 16:45:00,,40.0,28.8,32.8,27.8,27.8,[27.8],1.0,40.0,28.0,26.0,1.0,28.8,27.7,27.0,1.0,31.2,27.6,28.0,1.0,31.2,27.0,27.0
2023-05-30 16:50:00,,39.4,28.7,32.675,28.0,28.0,[28.0],1.0,39.4,28.0,26.0,1.0,28.7,27.7,27.0,1.0,31.3,27.8,28.0,1.0,31.3,27.0,27.0
2023-05-30 16:55:00,,39.4,28.7,32.675,28.0,28.0,[28.0],1.0,39.4,28.0,26.0,1.0,28.7,27.7,27.0,1.0,31.3,27.8,28.0,1.0,31.3,27.0,27.0
2023-05-30 17:00:00,,39.0,28.7,32.725,28.1,28.1,[28.1],1.0,39.0,28.0,26.0,1.0,28.7,28.0,27.0,1.0,31.6,27.9,28.0,1.0,31.6,27.0,27.0
2023-05-30 17:05:00,,38.4,28.8,32.65,28.1,28.1,[28.1],1.0,38.4,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.7,27.9,27.0,1.0,31.7,27.0,27.0
2023-05-30 17:10:00,,38.4,28.8,32.7,28.1,28.1,[28.1],1.0,38.4,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.8,27.9,27.0,1.0,31.8,27.0,27.0
2023-05-30 17:15:00,,38.2,28.8,32.65,28.1,28.1,[28.1],1.0,38.2,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.8,27.9,27.0,1.0,31.8,27.0,27.0
2023-05-30 17:20:00,,38.2,28.8,32.7,28.1,28.1,[28.1],1.0,38.2,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.9,27.9,27.0,1.0,31.9,27.0,27.0
2023-05-30 17:25:00,,38.1,28.8,32.675000000000004,,,,1.0,38.1,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.9,27.9,27.0,1.0,31.9,27.0,27.0
2023-05-30 17:30:00,,37.9,28.8,32.625,28.1,28.1,[28.1],1.0,37.9,28.0,25.0,1.0,28.8,28.0,27.0,1.0,31.9,27.9,27.0,1.0,31.9,27.0,27.0
2023-05-30 17:35:00,,37.9,28.8,32.575,28.0,28.0,[28.0],1.0,37.9,27.0,24.0,1.0,28.8,27.1,27.0,1.0,31.8,27.6,26.0,1.0,31.8,27.0,26.0
2023-05-30 17:40:00,,38.0,28.1,32.175,27.4,27.4,[27.4],1.0,38.0,27.0,24.0,1.0,28.1,26.4,27.0,1.0,31.3,26.4,26.0,1.0,31.3,26.0,26.0
2023-05-30 17:45:00,,38.0,27.5,31.725,27.2,27.2,[27.2],1.0,38.0,27.0,24.0,1.0,27.5,26.4,27.0,1.0,30.7,26.1,26.0,1.0,30.7,26.0,26.0
2023-05-30 17:50:00,,37.9,27.5,31.700000000000003,27.5,27.5,[27.5],1.0,37.9,27.0,24.0,1.0,27.5,27.0,27.0,1.0,30.7,27.2,26.0,1.0,30.7,26.0,26.0
2023-05-30 17:55:00,,37.9,27.6,31.725,27.4,27.4,[27.4],1.0,37.9,27.0,24.0,1.0,27.6,26.4,27.0,1.0,30.7,26.6,26.0,1.0,30.7,26.0,26.0
2023-05-30 18:00:00,,38.1,27.2,31.525,27.1,27.1,[27.1],1.0,38.1,27.0,24.0,1.0,27.2,26.4,27.0,1.0,30.4,26.3,26.0,1.0,30.4,26.0,26.0
2023-05-30 18:05:00,,37.9,27.4,31.575,,,,1.0,37.9,27.0,25.0,1.0,27.4,27.0,28.0,1.0,30.5,27.1,27.0,1.0,30.5,26.0,27.0
2023-05-30 18:10:00,,37.9,27.4,31.575,27.6,27.6,[27.6],1.0,37.9,27.0,25.0,1.0,27.4,27.0,28.0,1.0,30.5,27.3,27.0,1.0,30.5,27.0,27.0
2023-05-30 18:15:00,,37.6,27.8,31.800000000000004,27.7,27.7,[27.7],1.0,37.6,27.0,25.0,1.0,27.8,27.4,28.0,1.0,30.9,27.4,27.0,1.0,30.9,27.0,27.0
2023-05-30 18:20:00,,37.6,28.0,32.0,27.8,27.8,[27.8],1.0,37.6,28.0,25.0,1.0,28.0,27.7,28.0,1.0,31.2,27.5,27.0,1.0,31.2,27.0,27.0
2023-05-30 18:25:00,,37.6,28.0,32.0,27.9,27.9,[27.9],1.0,37.6,28.0,25.0,1.0,28.0,27.7,28.0,1.0,31.2,27.7,27.0,1.0,31.2,27.0,27.0
2023-05-30 18:30:00,,37.6,28.3,32.225,28.0,28.0,[28.0],1.0,37.6,28.0,25.0,1.0,28.3,27.7,28.0,1.0,31.5,27.7,27.0,1.0,31.5,27.0,27.0
2023-05-30 18:35:00,,37.6,28.4,32.2,27.8,27.8,[27.8],1.0,37.6,27.0,24.0,1.0,28.4,26.8,27.0,1.0,31.4,27.2,26.0,1.0,31.4,27.0,25.0
2023-05-30 18:40:00,,37.7,28.4,32.025,27.4,27.4,[27.4],1.0,37.7,27.0,24.0,1.0,28.4,26.1,27.0,1.0,31.0,26.3,26.0,1.0,31.0,26.0,25.0
2023-05-30 18:45:00,,37.8,27.2,31.450000000000003,27.0,27.0,[27.0],1.0,37.8,27.0,24.0,1.0,27.2,25.8,27.0,1.0,30.4,25.7,26.0,1.0,30.4,25.0,25.0
2023-05-30 18:50:00,,37.9,26.8,31.375,26.8,26.8,[26.8],1.0,37.9,27.0,24.0,1.0,26.8,25.5,27.0,1.0,30.4,25.5,26.0,1.0,30.4,25.0,25.0
2023-05-30 18:55:00,,37.9,26.5,30.9,26.7,26.7,[26.7],1.0,37.9,27.0,24.0,1.0,26.5,25.5,27.0,1.0,29.6,25.5,26.0,1.0,29.6,25.0,25.0
2023-05-30 19:00:00,,38.2,26.3,30.825000000000003,26.6,26.6,[26.6],1.0,38.2,26.0,24.0,1.0,26.3,25.2,27.0,1.0,29.4,25.2,26.0,1.0,29.4,25.0,25.0
2023-05-30 19:05:00,,38.1,26.2,30.675,26.5,26.5,[26.5],1.0,38.1,27.0,25.0,1.0,26.2,26.1,28.0,1.0,29.2,25.6,27.0,1.0,29.2,25.0,26.0
2023-05-30 19:10:00,,37.9,26.6,30.725,27.0,27.0,[27.0],1.0,37.9,27.0,25.0,1.0,26.6,26.7,28.0,1.0,29.2,26.6,27.0,1.0,29.2,26.0,26.0
2023-05-30 19:15:00,,37.9,26.6,31.175,27.3,27.3,[27.3],1.0,37.9,27.0,25.0,1.0,26.6,27.0,28.0,1.0,30.1,26.9,27.0,1.0,30.1,26.0,26.0
2023-05-30 19:20:00,,37.7,27.4,31.475,27.5,27.5,[27.5],1.0,37.7,27.0,25.0,1.0,27.4,27.0,28.0,1.0,30.4,27.1,27.0,1.0,30.4,26.0,26.0
2023-05-30 19:25:00,,37.5,27.7,31.5,27.6,27.6,[27.6],1.0,37.5,27.0,25.0,1.0,27.7,27.0,28.0,1.0,30.4,27.1,27.0,1.0,30.4,26.0,26.0
2023-05-30 19:30:00,,37.4,27.8,31.7,27.6,27.6,[27.6],1.0,37.4,27.0,25.0,1.0,27.8,26.8,28.0,1.0,30.8,26.9,27.0,1.0,30.8,26.0,26.0
2023-05-30 19:35:00,,37.5,27.4,31.625,27.2,27.2,[27.2],1.0,37.5,27.0,26.0,1.0,27.4,26.4,29.0,1.0,30.8,26.1,28.0,1.0,30.8,26.0,27.0
2023-05-30 19:40:00,,37.5,27.5,31.6,27.4,27.4,[27.4],1.0,37.5,27.0,26.0,1.0,27.5,27.4,29.0,1.0,30.7,27.0,28.0,1.0,30.7,26.0,27.0
2023-05-30 19:45:00,,37.6,27.7,31.775,27.6,27.6,[27.6],1.0,37.6,27.0,26.0,1.0,27.7,27.4,29.0,1.0,30.9,27.2,28.0,1.0,30.9,27.0,27.0
2023-05-30 19:50:00,,37.6,27.9,31.925,27.7,27.7,[27.7],1.0,37.6,27.0,26.0,1.0,27.9,27.4,29.0,1.0,31.1,27.3,28.0,1.0,31.1,27.0,27.0
2023-05-30 19:55:00,,37.5,28.0,31.975,27.8,27.8,[27.8],1.0,37.5,27.0,26.0,1.0,28.0,27.4,29.0,1.0,31.2,27.3,28.0,1.0,31.2,27.0,27.0
2023-05-30 20:00:00,,37.5,28.2,32.025,27.8,27.8,[27.8],1.0,37.5,27.0,26.0,1.0,28.2,27.4,29.0,1.0,31.2,27.3,28.0,1.0,31.2,27.0,27.0
2023-05-30 20:05:00,,37.5,28.2,32.075,27.8,27.8,[27.8],1.0,37.5,27.0,26.0,1.0,28.2,27.4,29.0,1.0,31.3,27.4,28.0,1.0,31.3,27.0,27.0
